t,label,cpu_pct_sum,rss_mb_sum,n_procs
1788974617.7094285,learning_extended:serverless_predictive_lastgap,5.0,165.23,4
1788974617.9113286,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974618.1132522,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974618.3151402,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974618.517011,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974618.7189186,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974618.9209886,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974619.1230175,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974619.3248372,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974619.526972,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974619.729276,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974619.931553,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974620.1336699,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974620.3360655,learning_extended:serverless_predictive_lastgap,4.9,165.23,4
1788974620.5382245,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974620.74033,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974620.9423249,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974621.1443295,learning_extended:serverless_predictive_lastgap,5.0,165.23,4
1788974621.3462303,learning_extended:serverless_predictive_lastgap,5.0,165.23,4
1788974621.5481048,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974621.7501152,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974621.9521165,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974622.1540265,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974622.3558302,learning_extended:serverless_predictive_lastgap,5.0,165.23,4
1788974622.5576591,learning_extended:serverless_predictive_lastgap,0.0,122.64,3
1788974622.7593148,learning_extended:serverless_predictive_lastgap,0.0,80.02,2
1788974622.961056,learning_extended:serverless_predictive_lastgap,0.0,37.36,1
1788974623.1628857,learning_extended:serverless_predictive_lastgap,5.0,60.62,2
1788974623.3645048,learning_extended:serverless_predictive_lastgap,109.2,74.96,2
1788974623.5664225,learning_extended:serverless_predictive_lastgap,44.6,79.95,2
1788974623.7680688,learning_extended:serverless_predictive_lastgap,5.0,79.95,2
1788974623.970087,learning_extended:serverless_predictive_lastgap,0.0,79.95,2
1788974624.171869,learning_extended:serverless_predictive_lastgap,0.0,79.95,2
1788974624.373673,learning_extended:serverless_predictive_lastgap,0.0,79.95,2
1788974624.5753927,learning_extended:serverless_predictive_lastgap,0.0,79.95,2
1788974624.7770348,learning_extended:serverless_predictive_lastgap,0.0,79.95,2
1788974624.9787114,learning_extended:serverless_predictive_lastgap,0.0,79.95,2
1788974625.1804152,learning_extended:serverless_predictive_lastgap,0.0,79.95,2
1788974625.3821144,learning_extended:serverless_predictive_lastgap,0.0,79.95,2
1788974625.5836952,learning_extended:serverless_predictive_lastgap,0.0,79.95,2
1788974625.7855859,learning_extended:serverless_predictive_lastgap,0.0,79.95,2
1788974625.9873874,learning_extended:serverless_predictive_lastgap,14.9,137.21,4
1788974626.1942124,learning_extended:serverless_predictive_lastgap,193.4,157.75,4
1788974626.3960164,learning_extended:serverless_predictive_lastgap,59.5,165.23,4
1788974626.5979555,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974626.799728,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974627.0031154,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974627.20533,learning_extended:serverless_predictive_lastgap,4.9,165.23,4
1788974627.4076834,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974627.6098378,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974627.812113,learning_extended:serverless_predictive_lastgap,9.8,165.23,4
1788974628.0142357,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974628.2162209,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974628.4184282,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974628.620521,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974628.8228993,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974629.025446,learning_extended:serverless_predictive_lastgap,4.9,165.23,4
1788974629.2275283,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974629.4306462,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974629.6328235,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974629.8349264,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974630.0372286,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974630.2392597,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974630.4414687,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974630.6435113,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974630.8458705,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974631.0478804,learning_extended:serverless_predictive_lastgap,4.9,165.23,4
1788974631.2502851,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974631.4523623,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974631.6548595,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
